"V1";"V2";"V3";"V4";"V5";"V6"
" 3";" 3";"100.00";"20.446";"olvidar";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"nortear";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"nomear";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"liça";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"integrante";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"cotejo";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"atuante";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"atinente";"6.132969e-06"
" 9";"20";" 45.00";"20.020";"sentença";"7.663631e-06"
" 6";"11";" 54.55";"17.762";"abandono";"2.503390e-05"
" 4";" 6";" 66.67";"15.786";"pretendente";"7.091181e-05"
" 4";" 6";" 66.67";"15.786";"guardião";"7.091181e-05"
" 6";"12";" 50.00";"15.446";"situação_de_risco";"8.489492e-05"
" 3";" 4";" 75.00";"13.915";"trato";"1.912689e-04"
" 3";" 4";" 75.00";"13.915";"mau";"1.912689e-04"
" 3";" 4";" 75.00";"13.915";"norma";"1.912689e-04"
" 3";" 4";" 75.00";"13.915";"desenvolver";"1.912689e-04"
" 3";" 4";" 75.00";"13.915";"consolidado";"1.912689e-04"
" 4";" 7";" 57.14";"12.523";"parental";"4.018754e-04"
" 8";"23";" 34.78";"10.844";"família_extensa";"9.910697e-04"
" 4";" 8";" 50.00";"10.107";"apelação";"1.477341e-03"
"12";"46";" 26.09";" 8.869";"menor";"2.900532e-03"
"10";"36";" 27.78";" 8.372";"guarda";"3.810937e-03"
" 2";" 3";" 66.67";" 7.786";"realizar";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"mérito";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"cpc";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"rede";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"requerido";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"pessoal";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"oferecer";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"auxílio";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"autor";"5.265165e-03"
" 4";"11";" 36.36";" 5.629";"apresentar";"1.767047e-02"
" 5";"16";" 31.25";" 5.122";"mãe";"2.362434e-02"
" 2";" 4";" 50.00";" 4.961";"civil";"2.591842e-02"
" 2";" 4";" 50.00";" 4.961";"termo";"2.591842e-02"
" 2";" 4";" 50.00";" 4.961";"sofrer";"2.591842e-02"
" 2";" 4";" 50.00";" 4.961";"referência";"2.591842e-02"
" 2";" 4";" 50.00";" 4.961";"necessidade";"2.591842e-02"
" 2";" 4";" 50.00";" 4.961";"legal";"2.591842e-02"
" 4";"12";" 33.33";" 4.676";"inviabilidade";"3.058978e-02"
" 4";"12";" 33.33";" 4.676";"família_natural";"3.058978e-02"
" 3";" 8";" 37.50";" 4.438";"maior";"3.514956e-02"
"10";"45";" 22.22";" 4.299";"destituição";"3.813354e-02"
" 4";"13";" 30.77";" 3.890";"apelação_cível";"4.858097e-02"
" 7";"29";" 24.14";" 3.702";"negligência";"5.434307e-02"
" 3";" 9";" 33.33";" 3.458";"impossibilidade";"6.294850e-02"
" 2";" 5";" 40.00";" 3.321";"tenro";"6.839459e-02"
" 2";" 5";" 40.00";" 3.321";"assunto";"6.839459e-02"
" 4";"14";" 28.57";" 3.235";"encontrar";"7.208491e-02"
" 4";"15";" 26.67";" 2.685";"apelante";"1.012833e-01"
" 8";"38";" 21.05";" 2.668";"família_substituta";"1.023723e-01"
" 8";"39";" 20.51";" 2.399";"desprover";"1.214335e-01"
" 3";"11";" 27.27";" 2.107";"restar";"1.466600e-01"
" 3";"11";" 27.27";" 2.107";"inserção";"1.466600e-01"
" 3";"11";" 27.27";" 2.107";"afetivo";"1.466600e-01"
" 6";"28";" 21.43";" 2.043";"interesse";"1.529285e-01"
"*****";"*";"*";"*";"*";"*"
" 9";"17";"52.94";"26.109";"desde";"3.226191e-07"
" 2";" 3";"66.67";" 7.786";"terceiro";"5.265165e-03"
" 2";" 3";"66.67";" 7.786";"essa";"5.265165e-03"
" 3";" 8";"37.50";" 4.438";"fazer";"3.514956e-02"
"16";"90";"17.78";" 3.116";"por";"7.753078e-02"
" 8";"37";"21.62";" 2.960";"ir";"8.537019e-02"
" 3";"10";"30.00";" 2.701";"qualquer";"1.002838e-01"
" 4";"15";"26.67";" 2.685";"qual";"1.012833e-01"
"*";"*";"*";"*";"*";"*"
"18";"26";" 69.23";"82.679";"*rel_sandra_brisolara_medeiros";"9.652542e-20"
"28";"71";" 39.44";"64.721";"*tipo_proc_apelação_cível";"8.626858e-16"
" 9";"12";" 75.00";"43.320";"*ori_canoas";"4.647621e-11"
" 7";" 9";" 77.78";"34.969";"*ori_gravataí";"3.349632e-09"
" 4";" 4";"100.00";"27.386";"*cod_7018216";"1.666694e-07"
" 4";" 4";"100.00";"27.386";"*ori_bom_jesus";"1.666694e-07"
" 4";" 4";"100.00";"27.386";"*cod_6875010";"1.666694e-07"
" 5";" 7";" 71.43";"21.928";"*ano_2017";"2.830936e-06"
" 3";" 3";"100.00";"20.446";"*cod_7249092";"6.132969e-06"
" 3";" 3";"100.00";"20.446";"*cod_5293097";"6.132969e-06"
" 4";" 5";" 80.00";"20.402";"*cod_6530077";"6.275119e-06"
" 4";" 5";" 80.00";"20.402";"*ori_alvorada";"6.275119e-06"
" 8";"20";" 40.00";"14.261";"*ano_2016";"1.590989e-04"
" 3";" 4";" 75.00";"13.915";"*cod_8597353";"1.912689e-04"
" 3";" 4";" 75.00";"13.915";"*cod_8598548";"1.912689e-04"
" 4";" 9";" 44.44";" 8.254";"*ano_2015";"4.065488e-03"
" 2";" 3";" 66.67";" 7.786";"*cod_7410007";"5.265165e-03"
" 2";" 3";" 66.67";" 7.786";"*rel_liselena_schifino_robles_ribeiro";"5.265165e-03"
" 1";" 1";"100.00";" 6.754";"*cod_9423376";"9.352250e-03"
" 6";"20";" 30.00";" 5.667";"*ano_2020";"1.728844e-02"
" 1";" 2";" 50.00";" 2.458";"*cod_10328738";"1.168995e-01"
" 2";" 6";" 33.33";" 2.274";"*ori_passo_fundo";"1.315963e-01"
"**";"classe";"3";"**";"";""
"****";"30";"224";"13.39";"****";""
" 9";"10";" 90.00";"52.960";"unânime";"3.404559e-13"
" 8";"10";" 80.00";"40.036";"provimento";"2.493461e-10"
" 5";" 5";"100.00";"33.072";"relatório";"8.882960e-09"
" 4";" 4";"100.00";"26.337";"colocar";"2.867469e-07"
" 4";" 5";" 80.00";"19.561";"longo";"9.744378e-06"
" 4";" 5";" 80.00";"19.561";"episódio";"9.744378e-06"
" 7";"14";" 50.00";"17.253";"demonstrar";"3.272020e-05"
" 5";" 8";" 62.50";"17.248";"negar";"3.279885e-05"
" 5";" 8";" 62.50";"17.248";"maior";"3.279885e-05"
" 6";"11";" 54.55";"16.890";"apresentar";"3.961052e-05"
" 3";" 4";" 75.00";"13.327";"acercar";"2.616626e-04"
" 3";" 4";" 75.00";"13.327";"vir";"2.616626e-04"
" 3";" 4";" 75.00";"13.327";"conselho";"2.616626e-04"
" 3";" 4";" 75.00";"13.327";"benefício";"2.616626e-04"
" 4";" 7";" 57.14";"11.924";"violência";"5.542066e-04"
" 4";" 8";" 50.00";" 9.585";"opressão";"1.961809e-03"
" 4";" 8";" 50.00";" 9.585";"proteger";"1.961809e-03"
" 3";" 5";" 60.00";" 9.577";"discriminação";"1.969770e-03"
" 3";" 5";" 60.00";" 9.577";"tutelar";"1.969770e-03"
" 4";" 9";" 44.44";" 7.795";"dar";"5.240318e-03"
" 5";"13";" 38.46";" 7.477";"contexto";"6.248161e-03"
" 2";" 3";" 66.67";" 7.440";"casal";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"diverso";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"tramitação";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"solução";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"pessoa";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"informar";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"contraindica";"6.378708e-03"
" 3";" 6";" 50.00";" 7.123";"exploração";"7.611201e-03"
" 3";" 6";" 50.00";" 7.123";"crueldade";"7.611201e-03"
"10";"37";" 27.03";" 7.103";"situação";"7.695731e-03"
" 5";"15";" 33.33";" 5.511";"vínculo";"1.889632e-02"
" 5";"15";" 33.33";" 5.511";"origem";"1.889632e-02"
" 3";" 7";" 42.86";" 5.408";"possível";"2.004259e-02"
" 3";" 7";" 42.86";" 5.408";"laudo";"2.004259e-02"
" 3";" 7";" 42.86";" 5.408";"contato";"2.004259e-02"
" 2";" 4";" 50.00";" 4.705";"saúde";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"prejuízo";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"sofrer";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"período";"3.006924e-02"
" 3";" 8";" 37.50";" 4.157";"recorrente";"4.147010e-02"
" 4";"13";" 30.77";" 3.593";"forma";"5.803986e-02"
" 3";" 9";" 33.33";" 3.214";"equipa";"7.299419e-02"
" 2";" 5";" 40.00";" 3.121";"ausência";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"histórico";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"novo";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"indicar";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"convívio";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"conflito";"7.727241e-02"
" 6";"25";" 24.00";" 2.730";"cuidado";"9.850169e-02"
" 2";" 6";" 33.33";" 2.113";"próprio";"1.460122e-01"
" 4";"16";" 25.00";" 2.001";"proteção";"1.571566e-01"
"*****";"*";"*";"*";"*";"*"
" 5";" 10";"50.00";"12.093";"ele";"0.0005060776"
" 3";"  5";"60.00";" 9.577";"ela";"0.0019697701"
"30";"185";"16.22";" 7.302";"a";"0.0068865917"
" 2";"  4";"50.00";" 4.705";"v";"0.0300692359"
" 5";" 18";"27.78";" 3.492";"como";"0.0616759080"
" 2";"  5";"40.00";" 3.121";"sobre";"0.0772724086"
" 2";"  5";"40.00";" 3.121";"ambos";"0.0772724086"
"*";"*";"*";"*";"*";"*"
" 3";"  5";"60.00";"9.577";"*cod_10235923";"0.001969770"
" 2";"  3";"66.67";"7.440";"*cod_9967228";"0.006378708"
" 2";"  3";"66.67";"7.440";"*cod_9255526";"0.006378708"
" 2";"  3";"66.67";"7.440";"*ori_são_leopoldo";"0.006378708"
"10";" 37";"27.03";"7.103";"*rel_mauro_caum_gonçalves";"0.007695731"
"25";"147";"17.01";"4.815";"*tipo_proc_agravo_de_instrumento";"0.028210421"
" 8";" 31";"25.81";"4.780";"*ano_2022";"0.028793470"
" 2";"  4";"50.00";"4.705";"*cod_10292350";"0.030069236"
" 2";"  4";"50.00";"4.705";"*cod_9255266";"0.030069236"
" 2";"  4";"50.00";"4.705";"*ori_santa_rosa";"0.030069236"
" 2";"  4";"50.00";"4.705";"*cod_7956993";"0.030069236"
" 3";"  8";"37.50";"4.157";"*cod_10529965";"0.041470100"
" 2";"  5";"40.00";"3.121";"*cod_8640812";"0.077272409"
" 2";"  5";"40.00";"3.121";"*ori_charqueadas";"0.077272409"
" 1";"  2";"50.00";"2.331";"*cod_9423804";"0.126782133"
" 1";"  2";"50.00";"2.331";"*cod_9071992";"0.126782133"
"11";" 57";"19.30";"2.299";"*ano_2024";"0.129484932"
"11";" 57";"19.30";"2.299";"*rel_luiz_felipe_brasil_santos";"0.129484932"
" 2";"  6";"33.33";"2.113";"*ori_caxias_do_sul";"0.146012185"
"**";"classe";"4";"**";"";""
"****";"30";"224";"13.39";"****";""
" 7";" 8";" 87.50";"39.281";"possuir";"3.670817e-10"
" 7";" 9";" 77.78";"33.511";"ambiente";"7.084505e-09"
"14";"35";" 40.00";"25.318";"filho";"4.862331e-07"
" 6";" 9";" 66.67";"22.943";"falta";"1.668657e-06"
" 8";"15";" 53.33";"22.110";"apelante";"2.574393e-06"
" 5";" 7";" 71.43";"20.982";"menina";"4.635818e-06"
"10";"23";" 43.48";"20.002";"condição";"7.737777e-06"
" 3";" 3";"100.00";"19.663";"viver";"9.235588e-06"
" 3";" 3";"100.00";"19.663";"alto";"9.235588e-06"
" 7";"14";" 50.00";"17.253";"agravante";"3.272020e-05"
" 5";" 8";" 62.50";"17.248";"neto";"3.279885e-05"
" 4";" 6";" 66.67";"15.085";"evidenciar";"1.027805e-04"
" 7";"16";" 43.75";"13.690";"exercer";"2.156137e-04"
" 3";" 4";" 75.00";"13.327";"ré";"2.616626e-04"
" 3";" 4";" 75.00";"13.327";"produzir";"2.616626e-04"
" 8";"22";" 36.36";"11.098";"genitora";"8.642192e-04"
" 6";"15";" 40.00";" 9.812";"ano";"1.733662e-03"
" 3";" 5";" 60.00";" 9.577";"justificar";"1.969770e-03"
" 3";" 5";" 60.00";" 9.577";"demanda";"1.969770e-03"
" 3";" 5";" 60.00";" 9.577";"adequado";"1.969770e-03"
" 6";"16";" 37.50";" 8.633";"mãe";"3.301006e-03"
" 6";"17";" 35.29";" 7.607";"idade";"5.812833e-03"
" 2";" 3";" 66.67";" 7.440";"usuário";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"sogro";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"proporcionar";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"promover";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"nascer";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"acordo";"6.378708e-03"
" 3";" 6";" 50.00";" 7.123";"protetivas";"7.611201e-03"
" 4";"11";" 36.36";" 5.262";"pai";"2.179068e-02"
" 4";"11";" 36.36";" 5.262";"determinado";"2.179068e-02"
" 4";"11";" 36.36";" 5.262";"momento";"2.179068e-02"
" 4";"11";" 36.36";" 5.262";"afetivo";"2.179068e-02"
" 2";" 4";" 50.00";" 4.705";"droga";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"contar";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"postular";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"mês";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"devido";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"atual";"3.006924e-02"
" 3";" 9";" 33.33";" 3.214";"acolhido";"7.299419e-02"
" 3";" 9";" 33.33";" 3.214";"desenvolvimento";"7.299419e-02"
" 2";" 5";" 40.00";" 3.121";"suspenso";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"restabelecimento";"7.727241e-02"
" 4";"14";" 28.57";" 2.966";"visita";"8.502452e-02"
" 6";"25";" 24.00";" 2.730";"auto";"9.850169e-02"
" 3";"10";" 30.00";" 2.489";"prova";"1.146561e-01"
" 2";" 6";" 33.33";" 2.113";"próprio";"1.460122e-01"
" 2";" 6";" 33.33";" 2.113";"constatar";"1.460122e-01"
"*****";"*";"*";"*";"*";"*"
"14";" 53";"26.42";"10.150";"se";"0.001442903"
"16";" 71";"22.54";" 7.490";"não";"0.006202934"
" 2";"  3";"66.67";" 7.440";"tempo";"0.006378708"
" 9";" 33";"27.27";" 6.428";"estar";"0.011233820"
" 3";"  7";"42.86";" 5.408";"quanto";"0.020042591"
"29";"185";"15.68";" 4.774";"a";"0.028894733"
" 2";"  4";"50.00";" 4.705";"v";"0.030069236"
" 2";"  4";"50.00";" 4.705";"tanto";"0.030069236"
" 2";"  4";"50.00";" 4.705";"contra";"0.030069236"
" 3";"  8";"37.50";" 4.157";"mais";"0.041470100"
"26";"167";"15.57";" 2.679";"que";"0.101675699"
" 3";" 10";"30.00";" 2.489";"sem";"0.114656136"
" 4";" 15";"26.67";" 2.442";"qual";"0.118120642"
" 2";"  6";"33.33";" 2.113";"dois";"0.146012185"
"*";"*";"*";"*";"*";"*"
" 6";"10";" 60.00";"19.603";"*cod_10236451";"9.534257e-06"
" 2";" 2";"100.00";"13.050";"*cod_9969333";"3.033087e-04"
" 2";" 2";"100.00";"13.050";"*cod_8239373";"3.033087e-04"
" 2";" 2";"100.00";"13.050";"*ano_2019";"3.033087e-04"
" 2";" 3";" 66.67";" 7.440";"*cod_8928855";"6.378708e-03"
" 2";" 3";" 66.67";" 7.440";"*ori_santa_vitória_do_palmar";"6.378708e-03"
" 1";" 1";"100.00";" 6.496";"*cod_7252894";"1.081378e-02"
" 8";"29";" 27.59";" 5.786";"*ori_porto_alegre";"1.615726e-02"
" 2";" 4";" 50.00";" 4.705";"*rel_carlos_eduardo_zietlow_duro";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"*cod_6557060";"3.006924e-02"
" 2";" 4";" 50.00";" 4.705";"*ori_planalto";"3.006924e-02"
" 3";" 8";" 37.50";" 4.157";"*cod_10529965";"4.147010e-02"
"12";"57";" 21.05";" 3.867";"*ano_2024";"4.923474e-02"
"12";"57";" 21.05";" 3.867";"*rel_luiz_felipe_brasil_santos";"4.923474e-02"
" 2";" 5";" 40.00";" 3.121";"*cod_10235923";"7.727241e-02"
" 2";" 5";" 40.00";" 3.121";"*rel_rui_portanova";"7.727241e-02"
" 2";" 6";" 33.33";" 2.113";"*ori_osório";"1.460122e-01"
" 2";" 6";" 33.33";" 2.113";"*ano_2021";"1.460122e-01"
"**";"classe";"5";"**";"";""
"****";"39";"224";"17.41";"****";""
"10";"12";" 83.33";"38.320";"desacolhimento";"6.005357e-10"
" 6";" 6";"100.00";"29.245";"institucional";"6.378443e-08"
" 5";" 5";"100.00";"24.259";"único";"8.419280e-07"
"13";"27";" 48.15";"20.172";"materno";"7.079604e-06"
" 5";" 6";" 83.33";"18.633";"risco";"1.584945e-05"
"11";"22";" 50.00";"18.019";"avô";"2.187205e-05"
" 5";" 7";" 71.43";"14.663";"assumir";"1.285498e-04"
" 3";" 3";"100.00";"14.424";"superar";"1.459347e-04"
" 3";" 3";"100.00";"14.424";"psíquico";"1.459347e-04"
" 3";" 3";"100.00";"14.424";"afinidade";"1.459347e-04"
" 3";" 3";"100.00";"14.424";"afetividade";"1.459347e-04"
" 4";" 5";" 80.00";"13.933";"inexistência";"1.894788e-04"
" 7";"13";" 53.85";"12.741";"apelação_cível";"3.576527e-04"
" 7";"13";" 53.85";"12.741";"acolhimento";"3.576527e-04"
"13";"36";" 36.11";"10.432";"guarda";"1.238724e-03"
" 4";" 6";" 66.67";"10.402";"tio";"1.258739e-03"
" 4";" 6";" 66.67";"10.402";"constatar";"1.258739e-03"
"11";"29";" 37.93";" 9.755";"genitor";"1.788092e-03"
" 5";" 9";" 55.56";" 9.488";"paterno";"2.067987e-03"
" 3";" 4";" 75.00";" 9.394";"destituir";"2.177536e-03"
" 3";" 4";" 75.00";" 9.394";"comprovar";"2.177536e-03"
" 4";" 7";" 57.14";" 7.933";"processo";"4.854490e-03"
" 4";" 7";" 57.14";" 7.933";"irmão";"4.854490e-03"
"12";"37";" 32.43";" 6.955";"situação";"8.357788e-03"
" 3";" 5";" 60.00";" 6.451";"visitação";"1.108832e-02"
" 3";" 5";" 60.00";" 6.451";"residir";"1.108832e-02"
" 3";" 5";" 60.00";" 6.451";"novo";"1.108832e-02"
" 3";" 5";" 60.00";" 6.451";"grave";"1.108832e-02"
" 4";" 8";" 50.00";" 6.128";"recorrente";"1.330840e-02"
" 5";"12";" 41.67";" 5.188";"social";"2.274497e-02"
"13";"45";" 28.89";" 5.160";"destituição";"2.311872e-02"
" 2";" 3";" 66.67";" 5.130";"local";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"existência";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"parente";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"interessado";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"indeferimento";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"fundamental";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"evidente";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"estágio";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"estudo";"2.350984e-02"
" 2";" 3";" 66.67";" 5.130";"drástico";"2.350984e-02"
